"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL4300445";"";"";"Small molecule";"";"467.48";"";"";"-7.16";"285.24";"14";"10";"2";"6";"N";"0.17";"12.15";"9.59";"-6.92";"-11.53";"0";"MOL";"-1";"32";"15";"15";"2";"467.2227";"1.35";"BASE";"C17H33N5O10";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@@H](C(N)=O)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O)[C@@H]1O";"KOKCQIYITBKTTK-AOSXJNFMSA-N";"InChI=1S/C17H33N5O10/c18-2-5-8(24)11(27)17(29-5)31-13-7(23)3(19)1-4(20)12(13)30-16-6(21)9(25)10(26)14(32-16)15(22)28/h3-14,16-17,23-27H,1-2,18-21H2,(H2,22,28)/t3-,4+,5-,6-,7+,8-,9-,10+,11-,12-,13-,14-,16+,17-/m1/s1";"False";"-1";"";""
"CHEMBL1160214";"";"";"Small molecule";"";"441.23";"1";"1";"-1.32";"232.60";"13";"6";"2";"6";"N";"0.29";"1.99";"0.91";"-2.49";"-6.80";"2";"MOL";"-1";"28";"15";"7";"2";"441.0451";"0.93";"ACID";"C11H17N5O10P2";"CP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)nc(N)nc32)[C@H](O)[C@@H]1O";"PUZODNXUAVWMIN-KQYNXXCUSA-N";"InChI=1S/C11H17N5O10P2/c1-27(20,21)26-28(22,23)24-2-4-6(17)7(18)10(25-4)16-3-13-5-8(16)14-11(12)15-9(5)19/h3-4,6-7,10,17-18H,2H2,1H3,(H,20,21)(H,22,23)(H3,12,14,15,19)/t4-,6-,7-,10-/m1/s1";"False";"-1";"['6']";"['GDP-Azasugar analogue']"
"CHEMBL52281";"";"";"Small molecule";"";"358.30";"1";"1";"-5.67";"217.60";"11";"9";"2";"8";"N";"0.20";"3.14";"None";"-5.18";"-8.64";"0";"MOL";"-1";"24";"12";"9";"2";"358.1111";"2.14";"ACID";"C12H22O12";"O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O";"MUUBPEHTAPZMCA-XCENUZTRSA-N";"InChI=1S/C12H22O12/c13-1-4-6(16)8(18)10(20)12(24-4)23-2-3(14)5(15)7(17)9(19)11(21)22/h3-10,12-20H,1-2H2,(H,21,22)/t3-,4-,5-,6+,7+,8+,9-,10-,12-/m1/s1";"False";"-1";"['melibionic acid']";"['(2R,3S,4R,5R)-2,3,4,5-Tetrahydroxy-6-((2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-hexanoic acid']"
"CHEMBL608581";"";"";"Small molecule";"";"473.45";"1";"18";"-2.86";"231.70";"11";"7";"2";"7";"N";"0.19";"10.48";"None";"-2.41";"-2.41";"3";"MOL";"-1";"34";"14";"9";"2";"473.1659";"0.06";"NEUTRAL";"C20H23N7O7";"NC(=O)[C@H](Cc1ccccc1)NC(=O)c1nn(C2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c12";"WGTNGYADIIIJSG-RFHQMRSMSA-N";"InChI=1S/C20H23N7O7/c21-15(31)9(6-8-4-2-1-3-5-8)23-18(33)12-11-16(24-20(22)25-17(11)32)27(26-12)19-14(30)13(29)10(7-28)34-19/h1-5,9-10,13-14,19,28-30H,6-7H2,(H2,21,31)(H,23,33)(H3,22,24,25,32)/t9-,10+,13+,14+,19?/m0/s1";"False";"-1";"['4']";"['6-Amino-1-(3,4-dihydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-4-oxo-4,5-dihydro-1H-pyrazolo[3,4-d]pyrimidine-3-carboxylic acid (1-carbamoyl-2-phenyl-ethyl)-amide']"
"CHEMBL488001";"";"";"Small molecule";"";"462.41";"10";"16";"0.06";"179.28";"11";"6";"2";"5";"N";"0.30";"7.31";"None";"0.28";"-0.06";"3";"MOL";"-1";"33";"11";"6";"2";"462.1162";"1.85";"NEUTRAL";"C22H22O11";"COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O";"WKUHPOMCLBLCOV-MIUGBVLSSA-N";"InChI=1S/C22H22O11/c1-30-14-3-2-9(4-11(14)24)15-7-13(26)18-12(25)5-10(6-16(18)32-15)31-22-21(29)20(28)19(27)17(8-23)33-22/h2-7,17,19-25,27-29H,8H2,1H3/t17-,19-,20+,21-,22-/m1/s1";"False";"-1";"['Diosmetin-7-R1', 'Table 1, 24', '11', '1', 'Diosmetin-7-O-glucoside', '6']";"['5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one', '5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)-4H-chromen-4-one', 'Diosmetin-7-O-beta-D-glucopyranoside', 'Diosmetin 7-glucoside', 'Diosmetin-7-O-glucoside', 'Diosmetin-7-O-beta-D-glucopyranoside']"
"CHEMBL1199364";"";"";"Small molecule";"";"466.50";"";"";"-3.00";"247.77";"12";"8";"2";"11";"N";"0.09";"1.99";"11.77";"-5.21";"-6.93";"2";"MOL";"-1";"33";"15";"11";"2";"466.2401";"0.58";"ZWITTERION";"C18H30N10O5";"N=C(N)NCCCN(CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O";"XBMZCXWGTKEJNB-UOYPZJKHSA-N";"InChI=1S/C18H30N10O5/c19-9(17(31)32)2-5-27(4-1-3-23-18(21)22)6-10-12(29)13(30)16(33-10)28-8-26-11-14(20)24-7-25-15(11)28/h7-10,12-13,16,29-30H,1-6,19H2,(H,31,32)(H2,20,24,25)(H4,21,22,23)/t9-,10+,12+,13+,16+/m0/s1";"False";"-1";"";""
"CHEMBL1974671";"";"";"Small molecule";"";"339.31";"60";"60";"-2.99";"207.79";"11";"7";"2";"4";"N";"0.22";"12.45";"6.26";"-2.30";"-2.30";"2";"MOL";"-1";"24";"12";"10";"2";"339.1291";"0.36";"NEUTRAL";"C12H17N7O5";"NNc1c(C(N)=O)c2c(N)ncnc2n1C1OC(CO)C(O)C1O";"XCAQHWQRKUEFKS-UHFFFAOYSA-N";"InChI=1S/C12H17N7O5/c13-8-4-5(9(14)23)11(18-15)19(10(4)17-2-16-8)12-7(22)6(21)3(1-20)24-12/h2-3,6-7,12,18,20-22H,1,15H2,(H2,14,23)(H2,13,16,17)";"False";"-1";"['SID448090']";"['SID448090']"
"CHEMBL425252";"";"";"Small molecule";"";"403.18";"7";"16";"-2.33";"223.89";"11";"6";"2";"6";"N";"0.27";"1.77";"None";"-3.34";"-8.38";"1";"MOL";"-1";"25";"14";"7";"2";"403.0182";"1.62";"ACID";"C9H15N3O11P2";"Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1";"ZWIADYZPOWUWEW-XVFCMESISA-N";"InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1";"False";"-1";"['UDP', 'CDP', 'CDP', '7,CDP', 'CDP', 'CDP']";"['5-(4-amino-2-oxo-1,2-dihydro-1-pyrimidinyl)-3,4-dihydroxytetrahydro-2-furanylmethyl Diphosphoric acid', "cytidine (Cyd),5'-diphosphate.(CDP)", 'Cytidine diphosphate', '[(2R,3S,4R,5R)-3,4-dihydroxy-5-(4-imino-2-oxo-3,4-dihydropyrimidin-1(2H)-yl)tetrahydrofuran-2-yl]methyl trihydrogen diphosphate', "Cytidine 5'-diphosphate", '[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl trihydrogen diphosphate']"
"CHEMBL609253";"";"";"Small molecule";"";"356.34";"1";"1";"-3.21";"192.03";"12";"7";"2";"6";"N";"0.28";"12.44";"6.59";"-3.26";"-3.27";"2";"MOL";"-1";"25";"12";"8";"2";"356.1444";"0.77";"NEUTRAL";"C13H20N6O6";"Nc1nc(NCC(O)CO)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O";"ILATVSFGCGLASB-DHXOXCDCSA-N";"InChI=1S/C13H20N6O6/c14-10-7-11(18-13(17-10)15-1-5(22)2-20)19(4-16-7)12-9(24)8(23)6(3-21)25-12/h4-6,8-9,12,20-24H,1-3H2,(H3,14,15,17,18)/t5?,6-,8-,9-,12?/m1/s1";"False";"-1";"['13c']";"['2-[6-Amino-2-(2,3-dihydroxy-propylamino)-purin-9-yl]-5-hydroxymethyl-tetrahydro-furan-3,4-diol']"
"CHEMBL608353";"";"";"Small molecule";"";"432.33";"3";"6";"-1.90";"201.18";"11";"6";"2";"8";"N";"0.20";"1.22";"4.70";"-5.21";"-6.42";"2";"MOL";"-1";"29";"14";"6";"2";"432.1158";"0.55";"ACID";"C14H21N6O8P";"CC(=O)NCCNc1ncnc2c1ncn2C1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O";"IQLSZVIBSSZSBX-OYBGHCQBSA-N";"InChI=1S/C14H21N6O8P/c1-7(21)15-2-3-16-12-9-13(18-5-17-12)20(6-19-9)14-11(23)10(22)8(28-14)4-27-29(24,25)26/h5-6,8,10-11,14,22-23H,2-4H2,1H3,(H,15,21)(H,16,17,18)(H2,24,25,26)/t8-,10-,11-,14?/m1/s1";"False";"-1";"['3b']";"['Phosphoric acid mono-{5-[6-(2-acetylamino-ethylamino)-purin-9-yl]-3,4-dihydroxy-tetrahydro-furan-2-ylmethyl} ester']"
"CHEMBL2261554";"";"";"Small molecule";"";"482.39";"1";"1";"-0.54";"223.67";"13";"8";"2";"6";"N";"0.15";"7.69";"None";"0.59";"0.39";"2";"MOL";"-1";"34";"13";"8";"2";"482.1060";"1.65";"NEUTRAL";"C21H22O13";"CC(=O)c1c(O)cc(O)cc1O[C@@H]1OC(COC(=O)c2cc(O)c(O)c(O)c2)[C@H](O)[C@H](O)[C@@H]1O";"GXHABJFCOYOIBY-QRMRGVNTSA-N";"InChI=1S/C21H22O13/c1-7(22)15-10(24)4-9(23)5-13(15)33-21-19(30)18(29)17(28)14(34-21)6-32-20(31)8-2-11(25)16(27)12(26)3-8/h2-5,14,17-19,21,23-30H,6H2,1H3/t14?,17-,18-,19-,21+/m0/s1";"False";"-1";"['27']";"['((3R,4S,5S,6S)-6-(2-acetyl-3,5-dihydroxyphenoxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-yl)methyl 3,4,5-trihydroxybenzoate']"
"CHEMBL4245072";"";"";"Small molecule";"";"477.62";"17";"37";"6.02";"116.23";"3";"6";"2";"6";"N";"0.13";"13.91";"11.16";"4.03";"-0.73";"5";"MOL";"-1";"36";"7";"6";"2";"477.2641";"-0.48";"BASE";"C29H31N7";"CC(C)NC(=N)c1ccc2cc(-c3cncc(-c4cc5ccc(C(=N)NC(C)C)cc5[nH]4)c3)[nH]c2c1";"JVNXZEMDDKDXDJ-UHFFFAOYSA-N";"InChI=1S/C29H31N7/c1-16(2)33-28(30)20-7-5-18-10-26(35-24(18)12-20)22-9-23(15-32-14-22)27-11-19-6-8-21(13-25(19)36-27)29(31)34-17(3)4/h5-17,35-36H,1-4H3,(H2,30,33)(H2,31,34)";"False";"-1";"['26']";"['3,5-Bis[6-(N-isopropylamidino)indol-2-yl]pyridine']"
"CHEMBL1314828";"";"";"Small molecule";"";"467.52";"9";"9";"-6.30";"268.17";"14";"10";"2";"6";"N";"0.17";"12.53";"9.54";"-6.48";"-13.16";"0";"MOL";"-1";"32";"14";"15";"2";"467.2591";"1.43";"BASE";"C18H37N5O9";"NC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@@H](N)C[C@H]2N)[C@H](N)C[C@@H]1O";"NLVFBUXFDBBNBW-QZAAMAGHSA-N";"InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2/t5-,6+,7-,8+,9+,10-,11+,12-,13+,14+,15-,16-,17+,18+/m1/s1";"False";"-1";"['SID11112726']";"['SID11112726']"
"CHEMBL2001056";"";"";"Small molecule";"";"418.50";"59";"59";"-4.34";"195.01";"14";"10";"2";"19";"N";"0.08";"12.96";"7.06";"-2.83";"-3.03";"1";"MOL";"-1";"29";"14";"10";"2";"418.2764";"-0.26";"NEUTRAL";"C15H34N10O4";"OCCNCNc1nc(NCNCCO)nc(N(CNCCO)CNCCO)n1";"BOSXBNSTXUXXMM-UHFFFAOYSA-N";"InChI=1S/C15H34N10O4/c26-5-1-16-9-20-13-22-14(21-10-17-2-6-27)24-15(23-13)25(11-18-3-7-28)12-19-4-8-29/h16-19,26-29H,1-12H2,(H2,20,21,22,23,24)";"False";"-1";"['SID510841']";"['SID510841']"
"CHEMBL125594";"";"";"Small molecule";"";"436.51";"4";"7";"-4.96";"232.92";"12";"9";"2";"5";"N";"0.20";"12.19";"10.06";"-5.78";"-12.41";"0";"MOL";"-1";"30";"12";"13";"2";"436.2533";"1.80";"BASE";"C18H36N4O8";"NCC1CC(OC2C(N)CC(N)C(OC3OCC(O)C(O)C3O)C2O)C(N)CC1O";"SVCXTJGYBFFCGB-UHFFFAOYSA-N";"InChI=1S/C18H36N4O8/c19-4-6-1-12(7(20)3-10(6)23)29-16-8(21)2-9(22)17(15(16)27)30-18-14(26)13(25)11(24)5-28-18/h6-18,23-27H,1-5,19-22H2";"False";"-1";"['8s (Beta)']";"['2-[4,6-Diamino-3-(2-amino-5-aminomethyl-4-hydroxy-cyclohexyloxy)-2-hydroxy-cyclohexyloxy]-tetrahydro-pyran-3,4,5-triol']"
"CHEMBL218898";"";"";"Small molecule";"";"391.53";"1";"1";"-2.63";"173.29";"11";"6";"2";"4";"N";"0.32";"None";"10.27";"-2.01";"-10.89";"1";"MOL";"-1";"28";"11";"10";"2";"391.2920";"-0.61";"BASE";"C17H33N11";"N[C@@H]1C[C@H](N)CN(c2nc(NC3CCNC3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1";"FHGDROKXDRVYET-VEDUHTKKSA-N";"InChI=1S/C17H33N11/c18-10-3-11(19)7-27(6-10)16-24-15(23-14-1-2-22-5-14)25-17(26-16)28-8-12(20)4-13(21)9-28/h10-14,22H,1-9,18-21H2,(H,23,24,25,26)/t10-,11+,12-,13+,14?";"False";"-1";"['11']";"['(3R,5S)-1-(4-((3S,5R)-3,5-diaminopiperidin-1-yl)-6-(pyrrolidin-3-ylamino)-1,3,5-triazin-2-yl)piperidine-3,5-diamine']"
"CHEMBL4216621";"";"";"Small molecule";"";"458.38";"2";"2";"1.88";"197.37";"11";"8";"2";"3";"N";"0.16";"7.97";"None";"2.55";"2.44";"3";"MOL";"-1";"33";"11";"8";"2";"458.0849";"1.35";"NEUTRAL";"C22H18O11";"O=C(Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)C2)c1cc(O)c(O)c(O)c1";"YKMHMATZTMIDNU-LAUBAEHRSA-N";"InChI=1S/C22H18O11/c23-12-5-10(32-22(31)9-3-15(26)20(30)16(27)4-9)6-18-11(12)7-17(28)21(33-18)8-1-13(24)19(29)14(25)2-8/h1-6,17,21,23-30H,7H2/t17-,21+/m0/s1";"False";"-1";"['18']";"['(-)-(2R,3S)-gallocatechin-7-gallate']"
"CHEMBL389011";"";"";"Small molecule";"";"441.51";"3";"7";"-5.35";"252.79";"13";"10";"2";"6";"N";"0.17";"12.65";"9.15";"-5.65";"-9.07";"0";"MOL";"-1";"29";"13";"14";"2";"441.1893";"1.22";"BASE";"C15H31N5O8S";"NC(CO)SC(=O)NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O";"HWDKQLAWADCKCW-KLTLNGFASA-N";"InChI=1S/C15H31N5O8S/c16-4-1-5(17)13(12(25)9(4)22)28-14-8(19)11(24)10(23)6(27-14)2-20-15(26)29-7(18)3-21/h4-14,21-25H,1-3,16-19H2,(H,20,26)/t4-,5+,6-,7?,8-,9+,10-,11-,12-,13-,14-/m1/s1";"False";"-1";"['3k']";"['S-1-amino-2-hydroxyethyl ((2R,3S,4R,5R,6R)-5-amino-6-((1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyloxy)-3,4-dihydroxy-tetrahydro-2H-pyran-2-yl)methylcarbamothioate']"
"CHEMBL4302589";"";"";"Small molecule";"";"482.49";"";"";"-6.17";"279.45";"14";"10";"2";"6";"N";"0.17";"2.96";"9.70";"-8.33";"-10.78";"0";"MOL";"-1";"33";"15";"14";"2";"482.2224";"1.47";"ZWITTERION";"C18H34N4O11";"C[C@H](N)[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O)[C@@H]1O";"HZIVVKBNXSWLTJ-MNLBSVDWSA-N";"InChI=1S/C18H34N4O11/c1-3(19)12-10(26)11(27)18(30-12)32-14-7(23)4(20)2-5(21)13(14)31-17-6(22)8(24)9(25)15(33-17)16(28)29/h3-15,17-18,23-27H,2,19-22H2,1H3,(H,28,29)/t3-,4+,5-,6+,7-,8+,9-,10-,11+,12+,13+,14+,15+,17-,18+/m0/s1";"False";"-1";"";""
"CHEMBL2008677";"";"";"Small molecule";"";"427.45";"";"";"-6.64";"216.39";"13";"11";"2";"10";"N";"0.15";"12.15";"8.77";"-5.75";"-7.14";"0";"MOL";"-1";"29";"13";"11";"2";"427.2166";"0.80";"BASE";"C16H33N3O10";"OCC1OC(NCCNCCNC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O";"ZIQVZEWAVAXHQG-UHFFFAOYSA-N";"InChI=1S/C16H33N3O10/c20-5-7-9(22)11(24)13(26)15(28-7)18-3-1-17-2-4-19-16-14(27)12(25)10(23)8(6-21)29-16/h7-27H,1-6H2";"False";"-1";"";""
"CHEMBL3187473";"";"";"Small molecule";"";"344.31";"None";"None";"-5.76";"200.53";"11";"9";"2";"8";"N";"0.20";"12.06";"None";"-5.50";"-5.50";"0";"MOL";"-1";"23";"11";"9";"2";"344.1319";"2.11";"NEUTRAL";"C12H24O11";"OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O";"SERLAGPUMNYUCK-DCUALPFSSA-N";"InChI=1S/C12H24O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h4-21H,1-3H2/t4-,5-,6-,7-,8-,9-,10+,11-,12+/m1/s1";"False";"-1";"['SID144208112']";"['SID144208112']"
"CHEMBL229756";"";"";"Small molecule";"";"405.41";"3";"7";"-4.65";"255.30";"11";"8";"2";"6";"N";"0.12";"-10.25";"9.15";"-5.47";"-8.58";"0";"MOL";"-1";"28";"14";"11";"2";"405.1972";"1.21";"ZWITTERION";"C14H27N7O7";"[N-]=[N+]=NCC(=O)NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O";"ZCTOSHUGFLTSPQ-JISKZQGPSA-N";"InChI=1S/C14H27N7O7/c15-4-1-5(16)13(12(26)9(4)23)28-14-8(17)11(25)10(24)6(27-14)2-19-7(22)3-20-21-18/h4-6,8-14,23-26H,1-3,15-17H2,(H,19,22)/t4-,5+,6-,8-,9+,10-,11-,12-,13-,14-/m1/s1";"False";"-1";"['2d']";"['N-(((2R,3S,4R,5R,6R)-5-amino-6-((1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyloxy)-3,4-dihydroxy-tetrahydro-2H-pyran-2-yl)methyl)-2-azidoacetamide']"
"CHEMBL1204564";"";"";"Small molecule";"";"421.30";"";"";"-1.98";"215.41";"12";"6";"2";"6";"N";"0.28";"1.23";"1.37";"-1.40";"-4.51";"2";"MOL";"-1";"28";"14";"7";"2";"421.0999";"0.49";"ACID";"C13H20N5O9P";"CCCn1c(=O)n(C2OC(COP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)nc(O)c21";"TVJHDKPEPAEFOH-YJTBBNRCSA-N";"InChI=1S/C13H20N5O9P/c1-2-3-17-6-9(15-12(14)16-10(6)21)18(13(17)22)11-8(20)7(19)5(27-11)4-26-28(23,24)25/h5,7-8,11,19-20H,2-4H2,1H3,(H2,23,24,25)(H3,14,15,16,21)/t5?,7-,8-,11?/m1/s1";"False";"-1";"";""
"CHEMBL2205012";"";"";"Small molecule";"";"468.37";"1";"3";"-0.82";"223.62";"11";"6";"2";"9";"N";"0.21";"2.43";"6.56";"-5.38";"-6.59";"3";"MOL";"-1";"32";"15";"7";"2";"468.1271";"0.69";"ACID";"C16H21N8O7P";"Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)N[C@@H](Cc2c[nH]cn2)C(=O)O)O1";"YOVINBULMOIZNR-NNYUYHANSA-N";"InChI=1S/C16H21N8O7P/c17-14-13-15(21-6-20-14)24(7-22-13)12-2-10(25)11(31-12)4-30-32(28,29)23-9(16(26)27)1-8-3-18-5-19-8/h3,5-7,9-12,25H,1-2,4H2,(H,18,19)(H,26,27)(H2,17,20,21)(H2,23,28,29)/t9-,10-,11+,12+/m0/s1";"False";"-1";"['392, His-dAMP']";"['(2S)-2-((((2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxytetrahydrofuran-2-yl)methoxy)(hydroxy)phosphorylamino)-3-(1H-imidazol-4-yl)propanoic acid']"
"CHEMBL142212";"";"";"Small molecule";"";"436.41";"2";"3";"-2.02";"192.44";"12";"6";"2";"10";"N";"0.16";"4.88";"None";"-1.09";"-3.57";"0";"MOL";"-1";"30";"12";"6";"2";"436.1581";"1.66";"ACID";"C18H28O12";"CCCCCC(=O)OC[C@H](O)[C@H]1OC(O)=C(O[C@@H]2OC(CO)[C@@H](O)C(O)[C@@H]2O)C1=O";"FNRPALFPWBCEKH-DQTJZASDSA-N";"InChI=1S/C18H28O12/c1-2-3-4-5-10(21)27-7-8(20)15-14(25)16(17(26)29-15)30-18-13(24)12(23)11(22)9(6-19)28-18/h8-9,11-13,15,18-20,22-24,26H,2-7H2,1H3/t8-,9?,11+,12?,13-,15+,18-/m0/s1";"False";"-1";"['6-Hexa-AA-2G']";"['Hexanoic acid 2-hydroxy-2-[3-hydroxy-5-oxo-4-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxy)-2,5-dihydro-furan-2-yl]-ethyl ester']"
"CHEMBL1980462";"";"";"Small molecule";"";"406.38";"57";"57";"-3.18";"175.37";"11";"6";"2";"4";"N";"0.26";"12.19";"None";"-2.83";"-2.83";"0";"MOL";"-1";"28";"11";"6";"2";"406.1475";"2.35";"NEUTRAL";"C17H26O11";"COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)[C@H]2[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]12";"QDEYKGKBMCIYCT-IIBPOAPYSA-N";"InChI=1S/C17H26O11/c1-5-8-9(12(21)10(5)19)6(15(24)25-2)4-26-16(8)28-17-14(23)13(22)11(20)7(3-18)27-17/h4-5,7-14,16-23H,3H2,1-2H3/t5-,7?,8+,9+,10-,11?,12+,13?,14?,16+,17?/m1/s1";"False";"-1";"['SID469281']";"['SID469281']"
"CHEMBL611264";"";"";"Small molecule";"";"351.33";"2";"2";"-3.21";"193.19";"13";"6";"2";"3";"N";"0.24";"12.42";"6.11";"-1.88";"-1.90";"2";"MOL";"-1";"25";"13";"8";"2";"351.1404";"-0.07";"NEUTRAL";"C12H17N9O4";"CN1N=C(N)c2nn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c3nc(NN)nc1c23";"GKJKDFZJGUVWNR-XMWOWRIZSA-N";"InChI=1S/C12H17N9O4/c1-20-9-4-5(8(13)19-20)18-21(10(4)16-12(15-9)17-14)11-7(24)6(23)3(2-22)25-11/h3,6-7,11,22-24H,2,14H2,1H3,(H2,13,19)(H,15,16,17)/t3-,6-,7-,11?/m1/s1";"False";"-1";"['4']";"['2-(8-Amino-4-hydrazino-6-methyl-6H-1,2,3,5,6,7-hexaaza-acenaphthylen-2-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol']"
